ASIN,Question,Answer,Votes,Date
208997,Is this shampoo paraben-free?,"

Here's the complete ingredient list for Tresemme Keratin Smooth With Argan Oil Shampoo.

Water (Aqua) Sodium Laureth Sulfate Cocamidopropyl Betaine Glycerin Potassium Chloride Dimethiconol Fragrance (Parfum) Carbomer Styrene/Acrylates Copolymer Guar Hydroxypropyltrimonium Chloride Tea-Dodecylbenzenesulfonate Glycol Distearate Citric Acid Tetrasodium EDTA DMDM Hydantoin Hydrolyzed Keratin Peg-45M Methylchloroisothiazolinone Methylisothiazolinone PPG-9 Mica (Ci 77019) Titanium Dioxide (Ci 77891).

While the shampoo does not contain any parabens it has a low sulphate formula. 

Hope this resolves your query.

",0,03-08-2019
774828,What is the ingredient list of this product?,"

Find the complete ingredient list of this shampoo below: 

Water Sodium Methyl Cocoyl Taurate Citric Acid Sodium Chloride Carbomer Linalool Argania Spinosa Oil MICA Titanium Oxide Glycerin Sodium Benzoate Benzyl Salicylate Dimethiconol And Tridec Th10 Polyquaternium 10 Disodium Edta 10 Hexyl Cinnamal Cocamidopropyl Betaine Stearamidopropyl Glycol Distearate.

Happy Shopping!

",0,15-03-2021
774828,Can men use this shampoo too?,"

This is a unisex product and can be used by men and women.

Happy Shopping!

",0,11-03-2021
774828,Is this suitable for normal to dry hair which is not color treated?,"

Tresemme Pro Protect Sulphate Free Shampoo can be used by people with dry hair. 

Happy Shopping!

",0,06-02-2021
774828,Is this product free from silicones and parabens?,"

Tresemme Pro Protect Sulphate Free Shampoo does not contain any parabens but it does contain dimethiconol which is a silicone oil. The full list of ingredients is as follows:

Water Sodium Methyl Cocoyl Taurate Citric Acid Sodium Chloride Carbomer Linalool Argania Spinosa Oil MICA Titanium Oxide Glycerin Sodium Benzoate Benzyl Salicylate Dimethiconol And Tridec Th10 Polyquaternium 10 Disodium Edta 10 Hexyl Cinnamal Cocamidopropyl Betaine Stearamidopropyl Glycol Distearate.

Happy Shopping!

",0,16-08-2020
971624,Can I use this conditioner after smoothening?,"

To maintain the benefits of your smoothing treatment your hair products need to be free of sodium chloride sodium laureth sulfate and sodium lauryl sulfate. This conditioner has no sulfates and claims to be suitable for chemically treated hair however it does contain sodium chloride which can sometimes dissolve the keratin and reduce the smoothness of your hair. Your hairstylist will be able to give you the most relevant advice on how to care for chemically treated hair. 

You can also check out Nykaa's guide to products for keratin treated hair: <a href=https://bit.ly/2T5dP2z>https://bit.ly/2T5dP2z</a>

Hope this resolves your query.

",0,04-05-2020
971624,Does Tresemme Keratin Smooth Conditioner have sulphates?,"

Tresemme Keratin Smooth Infusing Shampoo is formulated with low sulphates. However Tresemme Keratin Smooth with Argan Oil range of hair shampoo and conditioner doesn't contain SLS. You could opt for that.

Hope this resolves your query.

",0,23-04-2020
971624,Is it sulphate free?," 

Tresemme Keratin Smooth With Argan Oil Conditioner is a hair conditioner formulated with innovative keratin smooth system which is infused with lightweight argan oil. This conditioner gives you the coveted straight and smooth locks while taming frizz for upto 3 days. The shampoo does contain sulphates but it has a low sulphate formula. 

Hope this resolves your query.

",0,14-07-2019
971624,Does it contain paraben?,"

This product is free of parabens.

Hope this resolves your query.

",0,25-05-2019
971624,Is this a volumizing shampoo?," 

Tresemme Keratin Smooth With Argan Oil Conditioner is a conditioner formulated with innovative keratin smooth system which is infused with lightweight argan oil. This conditioner gives you the coveted straight and smooth locks while taming frizz for upto 3 days! This low sulphate formula is suitable for chemically treated hair. 

If you're looking for a volumizing shampoo we suggest you try the Tresemme Beauty Full Volume Shampoo enriched with a unique combination of amino acids and vitamins. It nourishes your hair and improve hair health to give you added bounce and volume! Buy it here - <a href=https://bit.ly/2C1gyl2>https://bit.ly/2C1gyl2</a>

Hope this resolves your query.

",0,27-02-2019
7679,"Is Balsam of Peru used as an ingredient in any of the tresemme shampoos and conditioners? 
Please revert back correctly as I am allergic to balsam of Peru."," 

Here's the complete ingredient list of this product:

Water Sodium Laureth Sulfate Dimethicone and Trideceth -10 and Tea-dodecylbenzenesulfonate Cocamidopropyl Betaine Sodium Chloride Perfume Amodimethicone and Cetrimonium Chloride and Trideceth-12 Carbomer Glycol Distearate Guar Hydroxypropyltrimonium Chloride Mica and Titanium Dioxide Sodium Hydroxide Citric Acid DMDM Hydantoin Disodium EDTA Lysine Hydrochloride Hydrolysed Silk Panthenol Urea Disodium Phosphate Biotin & Citric Acid Argania Spinosa (argan oil) Kernel Oil Methylchloroisothiazolinone and  Methylisothiazolinone Linalool Benzyl Salicylate Citronellol Alpha-isomethyl ionone Hexyl Cinnamal. 

Hope this resolves your query.

",0,13-08-2019
7679,Is this shampoo suitable for coloured hair?,"

Tresemme Smooth & Shine Shampoo cleanses and helps tame unruly hair leaving your hair smooth and salon soft. For your concern we recommend you try the 'Tresemme Keratin Smooth With Argan Oil Shampoo' which is infused with the power of keratin along with the nourishing effects of argan oil and has lower sulphate formula.

You can buy it here: <a href=https://bit.ly/2YC1T9g>https://bit.ly/2YC1T9g</a>

Hope this resolves your query.

",0,21-06-2019
7679,Is this shampoo colour safe? What colour is the shampoo? Will it darken highlights?," 

Tresemme Smooth & Shine Shampoo is a gentle cleansing and purifying shampoo for cleaning buildup and dirt from your hair and scalp. It is formulated with a rich botanical blend of ginseng and neem which strengthens hair controls dandruff promotes hair growth and imparts shine. 

It is free from parabens and dyes and is safe for colour-treated hair. The shampoo does not impart colour to the hair.

Hope this resolves your query.

",0,13-06-2019
117539,Is this shampoo safe for colored hair?,"

Tresemme Botanique Nourish & Replenish Shampoo is a paraben and dye-free formula that is safe for color-treated hair.

Hope this resolves your query.

",0,20-03-2020
117539,Can we use this for colored hair?," 

This shampoo has a low sulphate level and hence it is safe to use on chemically treated or colored hair. 

Hope this resolves your query

",0,22-12-2019
117539,I got the product from Nykaa and its packaging is a bit different. How can this happen?,"

We at Nykaa are fully dedicated to our customers’ satisfaction. Rest assured that Nykaa products are 100% genuine and authentic. We do not accept any grey market products. We only buy our inventory from authorized distributors of the brand.

Hope this resolves your query.

",0,05-12-2019
117539,What are the ingredients of the product? Can it be used post keratin treatment?,"

Here's the entire ingredient list: 

Water Sodium Laureth Sulfate Cocamidopropyl Betaine Sodium Chloride Cocos Nucifera (Coconut) Oil Aloe Barbadensis Leaf Juice Cocos Nucifera (Coconut) Fruit Extract Fragrance (Parfum) Sodium Benzoate Polyquaternium-10 Citric Acid Tetrasodium EDTA PPG-9 DMDM Hydantoin Methylchloroisothiazolinone Methylisothiazolinone

For keratin-treated hair it's best to use hair care products that are sulphate-free. Here are some sulphate-free shampoos you can check out on Nykaa: <a href=http://bit.ly/2L0pzjq>http://bit.ly/2L0pzjq</a>

Hope this resolves your query.

",0,26-08-2019
117539,I have dry scalp and frizzy hair and my dermatologist suggested me to go for a mild shampoo. Is this shampoo mild? Will it nourish my hair?,"

Tresemme Botanique Nourish & Replenish Shampoo is free from harmful chemicals such as parabens and dyes. This shampoo gently nourishes and moisturises your hair and controls frizz. However since you have dry scalp and frizzy hair we would suggest you to consult your dermatologist before using it.

Hope this resolves your query.

",0,30-01-2019
780639,Are they sulphate-free?,"

The products in this combo are not free of sulphates. However they do not contain parabens or dyes. Find below the ingredient list of the shampoo and conditioner in this combo: 

Shampoo: Water Sodium Laureth Sulphate Dimethiconol & Trideceth-10 & Tea Dodecylbenzenesulfonate Cocamidopropyl Betaine Sodium Chloride Perfume Carbomer Olea Europaea (olive) Fruit oil Camellia Oleifera (Camellia) Seed oil Glycol Distearate Cocamide Mea Amodimethicone And cetrimonium Chloride & Trideceth-12 Guar Hydroxypropyltrimonium chloride MICA & Titanium Dioxide  Disodium EDTA DMDM Hydantoin Methylchloroisothiazolinone & Methylisothiazolinone Sodium Hydroxide Coumarine Linalool.

Conditioner: Water Cetearyl Alcohol Dimethicone & Amodimethicone And PEG-7 Propylheptyl Ether and Cetrimonium Chloride Olea Europaea (Live) Fruit oil Camellia Oleifera (Camellia) Seed oil Behentrimonium Chloride Perfume Stearamidopropyl Dimethylamine Sodium chloride Disodium EDTA Lactic Acid Methylchloroisothiazolinone & Methylisothiazolinone Coumarin  Linalool.

Happy Shopping! 

",0,06-09-2020
208994,Does this help to reduce hair fall?,"

Tresemme Keratin Smooth With Argan Oil Shampoo makes hair straighter smoother and controls frizz. However this shampoo does not claim to reduce hair fall. Tresemme offers hair cleansers specifically designed to curb hair fall that can be bought here: <a href=https://bit.ly/32x9RoA.>https://bit.ly/32x9RoA.</a>

Happy Shopping!

",0,15-09-2020
208994,Can I use this shampoo after a keratin treatment?,"

To maintain the benefits of your keratin treatment your shampoo needs to be free of sodium chloride sodium laureth sulfate and sodium lauryl sulfate. TRESemme Keratin Smooth shampoo contains very low amounts of sulphates. This shampoo with keratin works well for normal colored as well as straightened hair. It smoothens your hair and provides silky strong hair. 

Few other Keratin Shampoos that work well for kertain treated hair are shared below:
<a href=https://www.nykaa.com/beauty-blog/the-best-products-keratin-treated-hair-needs/>https://www.nykaa.com/beauty-blog/the-best-products-keratin-treated-hair-needs/</a>

Hope this resolves your query.

",0,25-01-2020
208994,"Hi, can I use Tresemme Keratin Shampoo with Keratin & Argan Oil to wash my hair after keratin treatment. Will it keep the  keratin in my hair or will it remove keratin from my hair?","

This shampoo can be used on chemically treated hair. It has a low sulphate formula which works well on keratin treated hair. It helps to control frizz for up to three days and helps maintain the treatment on your hair for a long period of time.  

Hope this resolves your query.

",0,24-01-2020
208994,Do this shampoo contain formaldehyde?,"

Find the complete ingredient list below: 

Water Sodium Laureth Sulfate Dimethiconol Cocamidopropyl Betaine Sodium Chloride Perfume Sodium Benzoate Citric Acid Carbomer TEA-Dodecylbenzenesulfonate Amodimethicone Glycol Distearate Guar Hydroxypropyltrimonium Chloride PEG-45M Cyclotetrasiloxane Trideceth-10 Disodium EDTA Cocamide MEA Phenoxyethanol Mica Trideceth-12 Cetrimonium Chloride Cyclopentasiloxane Titanium Dioxide Dimethyl Palmitamine Glycerin Acetic Acid Silica Hydrolyzed Keratin Sodium Hydroxide Argania Spinosa Kernel Oil Butyrospermum Parkii (Shea) Butter Simmondsia Chinensis (Jojoba) Seed Oil Sclerocarya Birrea Seed Oil Lysine HCl Iodopropynyl Butylcarbamate BHT Potassium Sorbate +Hydrolyzed Keratin (Sheep Wool Source).

Hope this resolves your query.

",0,17-01-2020
208994,Is this shampoo paraben-free?,"

Here's the complete ingredient list for Tresemme Keratin Smooth With Argan Oil Shampoo.

Water (Aqua) Sodium Laureth Sulfate Cocamidopropyl Betaine Glycerin Potassium Chloride Dimethiconol Fragrance (Parfum) Carbomer Styrene/Acrylates Copolymer Guar Hydroxypropyltrimonium Chloride Tea-Dodecylbenzenesulfonate Glycol Distearate Citric Acid Tetrasodium EDTA DMDM Hydantoin Hydrolyzed Keratin Peg-45M Methylchloroisothiazolinone Methylisothiazolinone PPG-9 Mica (Ci 77019) Titanium Dioxide (Ci 77891).

While the shampoo does not contain any parabens it has a low sulphate formula. 

Hope this resolves your query.

",0,03-08-2019
14684,Is this sulfate free?,"

This shampoo does contain sulfates. 

Find the complete ingredient list below:

Water Sodium Laureth Sulfate Cocamidopropyl Betaine Dimethiconol And Tea-Dodecylbenzenesulfonate Dimethicone And Laureth-4 And Laureth-23 And Poloxamer 407 Perfume Carbomer Mica And Titanium Dioxide Zinc Pyrithione Sodium Chloride Dmdm Hydantoin Guar Hydroxypropyltrimonium Chloride Zinc Sulfate Helianthus Annuus (Sunflower) Seed Oil Lysine Hydrochloride Sea Salt Silica Glycerin Ppg-9 Polysorbate-20 Ascorbic Acid Panthenol Tocopheryl Acetate Biotin Niacinamide Hexyl Cinnamal Methylchloroisothiazolinone And Methylisothiazolinone Sodium Hydroxide

Hope this resolves your query.

",0,04-01-2020
14684,Is it safe for a 6-year-old?,"

Children's hair and scalp is sensitive. So it's best to use natural or mild products rather than strong cosmetics.

Here are some of the mild shampoos for children and babies at Nykaa: <a href=http://bit.ly/2mauHHL>http://bit.ly/2mauHHL</a>

Hope this resolves your query.

",0,07-09-2019
14684,Is this shampoo suitable for all hair types?,"

Tresemme Hair Spa Rejuvenation Shampoo is suitable for all hair types. This shampoo infused with hydrating marine minerals complex and essential nutrients gives instant shine and smoothness to your hair. Follow up with TRESemme Spa Rejuvenation Conditioner for best results. 

You can buy the combo here: <a href=https://bit.ly/2Xd6ePK>https://bit.ly/2Xd6ePK</a>

Hope this resolves your query.

",0,13-02-2019
14684,"The packaging of 580 ml bottle is different, and it's not displayed on any tresseme site which is concerning me","

We at Nykaa are fully dedicated to our customers",1,16-08-2018
14684,Can you tell me its expiry date please?,"

The manufacturing and expiry date of this product is mentioned on the packaging/labelled on the container. Rest assured all our products are far from expiry and procured directly from the brand/authorized resellers of the brand.

Hope this resolves your query.
",0,11-08-2018
881204,What is the quantity?,"

This combo contains:

• Tresemme Keratin Smooth Shampoo: 580ml
• Tresemme Keratin Smooth With Argan Oil Conditioner: 190ml
• Tresemme Keratin Smooth Deep Smoothing Mask: 300ml

Happy Shopping!

",0,03-11-2020
546747,Is this a mild shampoo?,"

Head & Shoulders Smooth & Silky Shampoo is mild anti-dandruff shampoo that can be used everyday. It can be used even on coloured or chemically treated hair.

Hope this resolves your query.

",0,26-03-2019
546747,Is it good for hair fall control?,"

The shampoo is ideal for dry damaged or frizzy hair. It leaves the hair feeling smooth and moisturized and up to 100% frizz free although it may not control hair fall. For hair fall problem you can try the Head & Shoulders Anti Hair Fall Shampoo. You can buy it at the link below:
<a href=https://www.nykaa.com/head-shoulders-anti-hair-fall-shampoo-save-rs-100-675ml.html>https://www.nykaa.com/head-shoulders-anti-hair-fall-shampoo-save-rs-100-675ml.html</a>

Hope this resolves your query.
",0,30-04-2018
546751,Is it paraben and SLS free?,"

This shampoo does contain SLS. The ingredient list for the product is as follows: 

Water Sodium Lauryl Sulfate Sodium Laureth Sulfate Glycol Distearate Zinc Carbonate Sodium Chloride Sodium Xylenesulfonate Cocamidopropyl Betaine Dimethicone Fragrance Sodium Benzoate Guar Hydroxypropyltrimonium Chloride Magnesium Carbonate Hydroxide Methylchloroisothiazolinone Methylisothiazolinone Blue 1 Yellow 5.

Hope this resolves your query.

",0,12-01-2019
218621,Do I need any conditioner with it?,"

It is suggested to use a conditioner for best results. 

Hope this resolves your query.
",0,09-06-2018
240535,Can this help reduce hair fall?,"

This is an anti-dandruff shampoo that may eventually help reduce hair fall if it is caused due to excessive dandruff. However the brand does not claim for this product to either reduce reverse or stop the condition of hairfall in any manner. 

Quick tip: The primary job of a shampoo is to cleanse your hair and eliminate dirt grime and impurities from your hair and scalp. Products like hair oil hair mask and other treatments that stay on your hair and scalp long enough for visible results are capable of introducing considerable changes to your hair concerns. Shampoos that fall under the category of anti-hairfall are formulated to not completely treat the situation but to lessen the hair fall caused by harsh sulfate and paraben inclusive hair cleansers. Here at Nykaa we look after all your needs and bring to you problem specific products at your doorstep. Find a diverse range of anti-hair fall shampoos on Nykaa here at: <a href=https://bit.ly/3a4LbYq>https://bit.ly/3a4LbYq</a> 

Happy Shopping!

",0,07-02-2021
499339,What is the quantity of this product?,"

This combo contains 2 bottles of Head & Shoulders Smooth & Silky Shampoo + Conditioner. Each one is a 340ml bottle. 

Happy Shopping!

",0,16-10-2020
6005,My hair is thin and greying. It also becomes dry after shampooing. Which shampoo should I use?," 
You can try the Head & Shoulders Smooth & Silky Shampoo available here: <a href=http://www.nykaa.com/head-shoulders-smooth-silky-shampoo.html>http://www.nykaa.com/head-shoulders-smooth-silky-shampoo.html</a> 
You can't change the colour of your greys back to black. However you can experiment with hair colour. Hope you've found the solution to your advantage. 
",4,31-03-2016
