ASIN,Marketplace,username,rating,title,date,likes,dislikes,verified,description,Counts
SMPFKXTYEGHTSMHC,FLIPKART,Sreedhar  Dorairaj,5,Awesome,2021-11-26 00:00:00,0,0,"Certified Buyer , Chengalpattu District",Good shampoo for thin hair it gives more volume to the hair,2
SMPFJRHZU3FKAFG9,FLIPKART,Muhammad Rashid,3,Good,2022-05-26 00:00:00,0,0,"Certified Buyer , Kozhikode",Not bad try another that’s better,2
SMPFJRHZU3FKAFG9,FLIPKART,Jitendra Singh,4,Worth the money,2021-12-26 00:00:00,0,0,"Certified Buyer , Riico Industrial Area Palsana",Smooth and silky better than silky black.,2
SMPFJ3FY4YFGMFFU,FLIPKART,Priyanka Sharma,5,Fabulous!,2022-07-26 00:00:00,0,0,"Certified Buyer , Akola",true product... thank you Flipkart,2
SMPFJ3FY4YFGMFFU,FLIPKART,Flipkart Customer,5,Highly recommended,2022-04-26 00:00:00,0,0,"Certified Buyer , Kolkata",Very useful for coloured hair,2
SMPFHW86EBXX8ZPK,FLIPKART,MD. SUHAIB,5,Highly recommended,2022-08-22 00:00:00,0,0,"Certified Buyer , Gautam Buddh Nagar",This is best product for maney and i like menthol cool it's working,2
SMPFHW86EBXX8ZPK,FLIPKART,FIROZ KHAN,3,Decent product,2022-08-19 00:00:00,0,0,"Certified Buyer , Sardhana",Dandruff is controlled if you wash your hair everyday.,2
SMPFGUN34SECWRUG,FLIPKART,Lokesh Kumar,3,Nice,2022-08-13 00:00:00,0,0,"Certified Buyer , Jhalawar District",Not a good product .,2
SMPFGUN34SECWRUG,FLIPKART,Naina Bhardwaj,1,Waste of money!,2022-08-04 00:00:00,0,0,"Certified Buyer , New Delhi",It's not gd dundreff not gone,2
SMPFGUN2ZC8JRYAF,FLIPKART,psrisa Srisailam,5,Terrific purchase,2022-08-24 00:00:00,0,0,"Certified Buyer , Vikarabad District",Super product   my money safe,2
SMPFGUN2ZC8JRYAF,FLIPKART,psrisa Srisailam,5,Terrific purchase,2022-08-23 00:00:00,0,0,"Certified Buyer , Vikarabad District",Super product   my money safe,2
SMPFGUN22R6MGVQR,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Bolpur","Very very for dandruff, do apply and feel it's result, it really works, just excellent",2
SMPFGUN22R6MGVQR,FLIPKART,Gaurav Kumar,5,Classy product,2022-08-20 00:00:00,0,0,"Certified Buyer , Bettiah",Good for any type of hairs.,2
SMPFG5TGQJFCBXGU,FLIPKART,Rakesh Ranjan,2,Moderate,2021-09-26 00:00:00,0,0,"Certified Buyer , Liluah","Very bad, the bottle is empty and damaged, the product is not as good as I wish. It is first time when flipkart not satisfy me with the product, very bad experience",2
SMPFG5TGQJFCBXGU,FLIPKART,ANUMITA ROUTH,2,Bad quality,2021-06-30 00:00:00,6,2,"Certified Buyer , Paschim Medinipur District",delivery is in time but the quality is very poor I have doubts  if it is dove product or fraud duplicate product,2
SMPFAF5DZZZM2ZEQ,FLIPKART,vivekanand  patel,5,Simply awesome,2021-09-26 00:00:00,0,0,"Certified Buyer , Adbhar","Hair fall not reduce, but frezzy hair problem has been solved, it makes hair smooth and straight",2
SMPFAF5DZZZM2ZEQ,FLIPKART,Vatan Seth,4,Good quality product,2021-08-31 00:00:00,0,0,"Certified Buyer , Varanasi","so far works on my hair, great thing is 2-in-1 so I don't have to wash and rinse twice",2
SMPF6FE7TPSFZZUR,FLIPKART,Aneetta Devassy,2,Slightly disappointed,2022-08-21 00:00:00,0,0,"Certified Buyer , Manakunnam",Worst shampoo forever. It makes my hair dry &rough,2
SMPF6FE7TPSFZZUR,FLIPKART,Sk munna Sk munna,5,Fabulous!,2022-08-15 00:00:00,0,0,"Certified Buyer , Prakasam",Very nice good products  I love it,2
SMPF2RD3MKHH2UXD,FLIPKART,Flipkart Customer,4,Good quality product,2022-08-14 00:00:00,0,0,"Certified Buyer , Guwahati",Oil remove n cooling scalp nice shampoo,2
SMPF2RD3MKHH2UXD,FLIPKART,Hema Bankeraika,5,Terrific,2022-08-13 00:00:00,0,0,"Certified Buyer , Mira Bhayandar",Great shampoo.. made my hair smooth,2
SMPEXH68GUSEHJ87,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-08-24 00:00:00,0,0,"Certified Buyer , Asansol",Made my hair smooth in one wash,2
SMPEXH68GUSEHJ87,FLIPKART,Flipkart Customer,5,Super!,2022-08-24 00:00:00,0,0,"Certified Buyer , New Raipur",This shampoo is osm nice fragrance soft and silkey hair 👍👍👍,2
SMPETEEWBMTGXJQ7,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2022-08-18 00:00:00,0,0,"Certified Buyer , Jaipur",Very smooth and soft for hair,2
SMPETEEWBMTGXJQ7,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Gomoh",Its also good for my hair. After wash my hair i feel so light my hair. Thank u fk,2
SMPER3KW25ZFHTB6,FLIPKART,Flipkart Customer,1,Not recommended at all,2019-08-31 00:00:00,0,0,"Certified Buyer , New Delhi",this is not a genuine product.,2
SMPER3KW25ZFHTB6,FLIPKART,hetal maheshwari,2,Expected a better product,2019-08-31 00:00:00,0,0,"Certified Buyer , Barmer","received old product, instead of new one..",2
SMPEJ9FFJAHGEAZT,FLIPKART,Flipkart Customer,5,Simply awesome,2022-07-26 00:00:00,0,0,"Certified Buyer , Varanasi",Very good offer very good product thank you Flipkart,2
SMPEJ9FFJAHGEAZT,FLIPKART,BISWARUP  BISWAS,4,Worth the money,2022-05-26 00:00:00,0,0,"Certified Buyer , Puruliya",This shampoo is useful for color hair.,2
SMPECGNC8YAJ6KKA,FLIPKART,Flipkart Customernisha,1,Bottle Damage,2018-01-31 00:00:00,1,0,"Certified Buyer , Bhilad",Already seall open tha and bottle pe  sellotape chipka that😡,2
SMPECGNC8YAJ6KKA,FLIPKART,ASIYA THANVIR,1,quantity is not as indicated,2017-02-28 00:00:00,0,0,"Certified Buyer , Karthikappally",The shampoo is nice but i dnt think the quantity was 946ml as d part indicating the quantity was removed from the label shouldn't hav cheated us like that,2
SMPDG2X8P8HGAXTA,FLIPKART,Flipkart Customer,4,Delightful,2022-08-21 00:00:00,0,0,"Certified Buyer , Khamgaon",Dove shampoo is my first choice.,2
SMPDG2X8P8HGAXTA,FLIPKART,Flipkart Customer,4,Wonderful,2022-08-19 00:00:00,0,0,"Certified Buyer , Hisua",Everything is good but they show other MRP than in real.,2
SMPGYYYN9MZ6MC4A,FLIPKART,Sonu Thapa,3,Decent product,2022-06-26 00:00:00,0,0,"Certified Buyer , Bengaluru",After i use it my hair is getting dry with no volume  and the next day it starts getting oily.,1
SMPGFMY5CPAZ54CS,FLIPKART,Faiz Shuja,5,Best in the market!,2021-09-26 00:00:00,0,1,"Certified Buyer , Patna","Hair looks good, no hair fall",1
SMPGFAF68QMP7VE4,FLIPKART,Tara Bhimwal,1,Did not meet expectations,2022-08-23 00:00:00,0,0,"Certified Buyer , Sirsa District",Hair fall problmes are started after using this product,1
SMPGB9JWGKVNTSGX,FLIPKART,Rajesh Kumar,5,Super!,2021-09-26 00:00:00,1,0,"Certified Buyer , Jhunjhunun District",Good product and fast delevery,1
SMPG3NBKYHH2ED8P,FLIPKART,Vijay Vijay,1,Terrible product,2022-07-26 00:00:00,4,1,"Certified Buyer , Kumarapalayam","Worst shampoo,I have ever seen,it increases my dranduff and increases hairfall,don't buy it guys,my humble request for all....",1
SMPG23S77JA8A6AG,FLIPKART,Flipkart Customer,5,Great product,2022-08-20 00:00:00,0,0,"Certified Buyer , Mallawan",Fast delivery and nice product,1
SMPFYG2TYVHGJZB2,FLIPKART,Flipkart Customer,1,Not recommended at all,2022-07-26 00:00:00,0,0,"Certified Buyer , Chittoor",Waste one don't buy really my hairs got white .,1
SMPFWXYRYEBMNXAH,FLIPKART,Shain Shaikh,4,Worth the money,2022-03-26 00:00:00,0,0,"Certified Buyer , Daund",Mere balome  kafi volume high hua an dandruff kafi clear hy,1
SMPFWPAP9DBKGGWS,FLIPKART,Khushboo Sheikh,4,Nice product,2022-08-23 00:00:00,0,0,"Certified Buyer , Nagpur",Suggested to me by a professional..lets see how well it works,1
SMPFTGSJKXAS2UZZ,FLIPKART,Flipkart Customer,5,Great product,2020-10-31 00:00:00,1,0,"Certified Buyer , Hyderabad",Good Product. 5 Stars for the package.,1
SMPFKXTYFZCEKPQY,FLIPKART,Tapasi Mukherjee,3,Fair,2022-07-26 00:00:00,0,0,"Certified Buyer , Asansol",Good product. Makes hair soft after wash.,1
SMPFGUN2VYZNNFS5,FLIPKART,Poppy  Biswas,4,Good choice,2022-08-25 00:00:00,0,0,"Certified Buyer , Bagula",Product are very good but packaging are very 😞.,1
SMPFGGV2WCMPRMBJ,FLIPKART,sneha  masure,4,Delightful,2020-10-31 00:00:00,1,1,"Certified Buyer , Loni Kalbhor","Good product. There is no harmful chemicals like sulphate, parabens in it. Good for hair",1
SMPFE42QFAB3FNR5,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Bolpur","Very very for dandruff, do apply and feel it's result, it really works, just excellent",1
SMPF5Q24SEZUYZZF,FLIPKART,Flipkart Customer,1,Did not meet expectations,2020-11-30 00:00:00,0,0,"Certified Buyer , Nagapattinam District",It's not the original product and the smell was so gross. The product was damaged too. This is not I expected. Very poor quality,1
SMPF5GF978MV3S8A,FLIPKART,Punya S,1,Terrible product,2021-05-31 00:00:00,0,0,"Certified Buyer , Kollam District","Worst product. I have been using Tresemme spa rejuvenation shampoo and conditioner for months. due to the unavailability of the conditioner, I decided to buy this 2 in 1 Tresemme product. so worst, my hair became rough and lost its smoothness, and getting tangled more.",1
SMPF4UZ2FSUDE2KP,FLIPKART,Sanjeev Kumar,5,Awesome,2022-01-26 00:00:00,1,0,"Certified Buyer , New Delhi",Very good product delivery on time thanks you Flipkart,1
SMPF48HZUFVZTXVW,FLIPKART,Suma  Reju,3,Nice,2022-06-26 00:00:00,0,0,"Certified Buyer , Kottayam",Nice but its fragrance is irritating,1
SMPF48HN77MGTQHD,FLIPKART,Suma  Reju,3,Nice,2022-06-26 00:00:00,0,0,"Certified Buyer , Kottayam",Nice but its fragrance is irritating,1
SMPF3RY6H7AGTDJ7,FLIPKART,Bharti Bajaj,5,Terrific,2022-07-26 00:00:00,0,0,"Certified Buyer , Varanasi",I m using from last 1 year. It's very nice.,1
SMPF3RY66ZG6CCM4,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2021-01-31 00:00:00,3,0,"Certified Buyer , Kannur","Removes dandruff and but stays dandruff-free for just 2 days. After your hair wash, hair feels smooth and nice and it feels clean on the scalp.",1
SMPF34GD2AEBWP9G,FLIPKART,Ujwal Kharat,1,Worst experience ever!,2020-07-31 00:00:00,1,0,"Certified Buyer , Thane",Not satisfied with the product. I think the product was expired. Wasted my money,1
SMPETEEWZJHVGQSG,FLIPKART,Flipkart Customer,5,Awesome,2022-03-26 00:00:00,0,0,"Certified Buyer , Nainital District",The product quantity is amazing..,1
SMPETEEWZGH2V7XU,FLIPKART,Flipkart Customer,5,Mind-blowing purchase,2022-08-18 00:00:00,0,0,"Certified Buyer , Jaipur",Very smooth and soft for hair,1
SMPETEEWDNQYFPHZ,FLIPKART,Poppy  Biswas,4,Good choice,2022-08-25 00:00:00,0,0,"Certified Buyer , Bagula",Product are very good but packaging are very 😞.,1
SMPEGGWSGTPEPME7,FLIPKART,Sachin Verma,4,Good choice,2022-07-26 00:00:00,0,0,"Certified Buyer , Gulbarga",Value for money.. must buy,1
SMPEEHPACANK7MAD,FLIPKART,Flipkart Customer,5,Perfect product!,2020-05-31 00:00:00,0,0,"Certified Buyer , Hyderabad",Came early I am so happy,1
SMPEEHPA4HKSHB9F,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-22 00:00:00,0,0,"Certified Buyer , Madhyamgram",Very nice shampoo... I shall order it again,1
SMPED9GAQZHGZEM9,FLIPKART,Supriya Pandey,1,Useless product,2022-08-19 00:00:00,0,0,"Certified Buyer , Ghaziabad",Worst experience Very bad for dry hair,1
SMPDFZTBHVEVJZVP,FLIPKART,Anup Pathak,4,Good quality product,2021-10-26 00:00:00,0,0,"Certified Buyer , Faridabad",I am very very happy 😊😁,1
SMPDFG4K2UFHSXGP,FLIPKART,Nirmal Sarkar,1,Worthless,2022-07-26 00:00:00,0,0,"Certified Buyer , English Bazar",After used it hair became very dry and hair loose,1
SMPD9FYFA5QGANXK,FLIPKART,Aditya Raj,4,Value-for-money,2022-07-26 00:00:00,0,0,"Certified Buyer , Saharsa",good !   got in good condition,1
